row_index,employee,text_columns_used,comment_text,positive_score,negative_score,matched_phrases,basis
321,(unknown employee),body,"Jacques,

I think we reached an agreement with George and Larry to pick up the items of 
value and not pay any fees for their time.  It looks as if we will be able to 
use everything they have done (engineering, architecture, survey, 
appraisal).  One point that is unclear is they claim that the $15,000 in 
extensions that they paid was applied to the purchase price of the land like 
earnest money would be applied.  I looked at the closing statements and I 
didn't see $15,000 applied against the purchase price.  Can you help clear 
this up.

Assuming we clear up the $15,000, we need to get the property released.  
Keith and I are concerned about taking over the Bishop Corner partnership and 
the risk that there could be undisclosed liabilities.  On the other hand, 
conveyance of the partnership would be a time and money saver if it was 
clean.  What is your inclination?

Call as soon as you have a chance to review.

Phillip",0,5,,negative_word_score
325,(unknown employee),body,"we were thinking papasitos (we can meet somewhere closer to you this time) 
again at around 8




Jason Bass <JBass@stdauto.com> on 02/21/2001 11:22:45 AM",0,1,,negative_word_score
326,(unknown employee),body,"Attached are two of TradersNews Energy's three new hourly indexes, for  the 
ComEd and TVA hubs. We will send you these new hourly indexes at no charge  
until March 19, when we formally launch them on our Web site, at 
www.tradersnewsenergy.com. 
?
If you'd like to receive our ERCOT hourly index or have questions or  
feedback about that region, e-mail Suzanna Strangmeier, at 
suzanna.strangmeier@ipgdirect.com.
?
Otherwise, please contact me with any feedback or  questions. Thank you.
?
Bobette  Riner???????????????????????????????  
Director of Indexes
TradersNews Energy
713/647-8690
FAX:  713/647-7552
cell: 832/428-7008
bobette.riner@ipgdirect.com
http://www.tradersnewsenergy.com
?
?
 - comedhrly030601.doc
 - tvahrly030601.doc",0,1,,negative_word_score
328,(unknown employee),body,"The promotional memo came out a few hours too late today for me to be able to 
mention it when we talked this afternoon.  Congratulations on your promotion 
to managing director!  --Sally",0,1,,negative_word_score
329,(unknown employee),body,"No trades with PG&E until further notice.

Kayne",0,1,,negative_word_score
330,(unknown employee),body,"Traveling to have a business meeting takes the fun out of the trip.  
Especially if you have to prepare a presentation.  I would suggest holding 
the business plan meetings here then take a trip without any formal business 
meetings.  I would even try and get some honest opinions on whether a trip is 
even desired or necessary.

As far as the business meetings, I think it would be more productive to try 
and stimulate discussions across the different groups about what is working 
and what is not.  Too often the presenter speaks and the others are quiet 
just waiting for their turn.   The meetings might be better if held in a 
round table discussion format.  

My suggestion for where to go is Austin.  Play golf and rent a ski boat and 
jet ski's.  Flying somewhere takes too much time.",0,4,,negative_word_score
334,(unknown employee),body,"http://www.energynewslive.com

This website deserves to be bookmarked on your desktop.  Logon  to the site 
for the first time and the prompts guide you through the log on setup (user 
name and password).  There is no fee to access this site.


Required applications to run: xscope, windows media player, among others...",0,1,,negative_word_score
337,(unknown employee),body,"I would like to trade for your 2nd pick in the draft.  I can offer you a 2nd 
round pick and a 9th round pick.  What do you think?

Eric",0,1,,negative_word_score
341,(unknown employee),body,"I had to report for jury duty today (along with 500 others from Harris  
County), and to my surprise I was selected to be a juror in a felony case.  
The case will continue on Wednesday, so our scheduled time for a conference 
call may not work.  I will try to reach you from my car while I am on my way 
in for jury duty - probably around 8:30 or 9:00 Houston time.",0,1,,negative_word_score
344,(unknown employee),body,"Please do not reply to this e-mail.

You are receiving this message because you have an unresolved invoice in your iBuyit Payables in-box 
that is past due.  Please login to iBuyit Payables and resolve this invoice as soon as possible.

To launch iBuyit Payables, click on the link below:
http://iBuyitPayables.enron.com
Note:  Your iBuyit Payables User ID and Password are your eHRonline/SAP Personnel ID and Password.

First time iBuyit Payables user?  For training materials, click on the link below:
http://sap.enron.com/sap_doclib/user/file_list.asp?cabinet_id=265

Need help?
Please contact the ISC Call Center at (713) 345-4727.

If you are in Europe, please contact European Accounts Payable at +44 20 7783 7520.",0,1,,negative_word_score
347,(unknown employee),body,"We will send you these three new hourly indexes at  no charge until March 19, 
when we formally launch them on our Web site, at www.tradersnewsenergy.com.
?
Please contact me with any feedback or questions.  Thank you.
?
Bobette  Riner???????????????????????????????  
Director of Indexes
TradersNews Energy
713/647-8690
FAX:  713/647-7552
cell: 832/428-7008
bobette.riner@ipgdirect.com
http://www.tradersnewsenergy.com
?
?
 - comedhrly030201.doc
 - tvahrly030201.doc
 - ercothrly030201.doc",0,1,,negative_word_score
348,(unknown employee),body,"Dear OU Team Members:

As many of you know, we will have a group of 58 OU JCPenney Leadership 
students and 10 Texas A&M Fellows students come to Enron Friday afternoon for 
a Corporate View.

I have attached a copy of the agenda for the afternoon and still need 8-10 
volunteers for lunch.  Please let me know if you can attend.  We will have 
several large tables set up and would like to have at least 1 Enron 
representative at each table to facilitate conversation.  

The group will depart from Houston by approximately 3:45 to head for College 
Station for the BIG GAME!!!!!

Thank you in advance for your help.  Please don't hesitate to call if you 
have any questions.



Thank you!

lexi
3-4585",0,1,,negative_word_score
353,(unknown employee),body,"Good Day:

Attached is our monthly TradeSpark SO2 and OTC NOx Market Price Indices for 
January 2001.

Please give us a call if you have any questions or comments regarding our 
bulletins.

NOTE: The attached bulletin is in Adobe Acrobat 4.0.  If you do not have 
Adobe Acrobat Reader version 4.0, go to the URL below to download this free 
software.

http://www.adobe.com/products/acrobat/readstep.html

Thank you,

Joshua Piver
Trade Spark  212-938-4250
-----------------------------------------------------------------------
If you would prefer not to receive further messages:
1. Click on the Reply button.
2. Replace the Subject field with the word remove.
3. Click the Send button.
You will receive one additional e-mail message confirming your removal.









 - 012501so2nox.mpi.pdf",1,3,,negative_word_score
357,(unknown employee),body,"Sally:
Long time no see.

Wanted to congratulate you on your recent promotion.  Way to go.

Richard Weeks
ENRON BROADBAND SERVICES
PURCHASING PROCESSING MANAGER
OFFICE:713-853-6995
   CELL:713-516-2581
EMAIL:RICHARD_WEEKS@ENRON.NET",0,1,,negative_word_score
362,(unknown employee),body,"No.  I went last year and it was more packed than on a regular day. 




Shanna Husser@ENRON
04/13/2000 11:33 AM",0,1,,negative_word_score
364,(unknown employee),body,"Don,

Larry Campbell had forwarded my resume to you. Attached please find my resume just in case you haven't had a chance to look it over.

 With your permission I would like to see the trading desk in operation. I am available this memorial weekend or in the evenings during the work week ,if that is ok with you.

		 


Thank You

KP",0,1,,negative_word_score
367,(unknown employee),body,"Mr. Baughman,

Thank you for your fax! Just wanted to verify the SPP information we have.
The information does not have the typical Bid (under price column) and Ask
(under volume column). For accuracy, could you confirm at your earliest
conveinence: what, if any, information is or is not indicitive? Thank you
sir!
Respectfully,

Suzanna Strangmeier
TradersNews Energy, Power Markets Analyst
9235 Katy Freeway, Suite 108
Houston, TX 77024
Voice: 713-647-7325   Fax: 713-647-7552
www.tradersnewsenergy.com
suzanna.strangmeier@ipgdirect.com",0,3,,negative_word_score
